,music,singer,music_id,release_date,category,music_like,comment_count,within 7days,ost,rank_count
340,intro,투하트,4498813,2014-03-10,댄스,6587,4,1,0,1
341,내 얘기야,박수진,4495944,2014-03-07,국내드라마,1839,2,0,0,2
342,나 요즘,바닐라어쿠스틱,4511752,2014-03-14,"인디음악, 포크/블루스",13157,9,1,0,3
343,오늘 뭐해,포미닛,4516940,2014-03-17,댄스,15659,15,1,0,11
344,흔한 노래,임창정,4512170,2014-03-20,발라드,63468,40,1,0,16
345,감아,로꼬,4527879,2014-03-19,랩/힙합,134416,156,1,0,22
346,나 때문에,알리,4526104,2014-03-19,발라드,4836,8,1,0,4
347,날 부르네요,거미,4528286,2014-03-19,"발라드, R&B/Soul, 국내드라마",2876,4,1,0,3
348,24시간이 모자라,권진아,4517480,2014-03-16,포크/블루스,6382,9,0,0,2
349,a tempo,가인,4536191,2014-03-21,발라드,4829,8,1,0,3
350,고마워 내사랑,홍대광,4536624,2014-03-21,댄스,17169,19,1,0,7
351,그린라이트,트로이,4511982,2014-03-14,랩/힙합,7444,4,0,0,2
352,그런 남자,브로,4517484,2014-03-16,발라드,6503,7,0,0,16
353,우리 사이,엠블랙,4516446,2014-03-24,댄스,2356,16,1,0,1
354,바보,임창정,4532134,2014-03-20,발라드,5251,15,1,0,2
355,마지막 악수,임창정,4532138,2014-03-20,발라드,3123,6,1,0,2
356,너에게 갈 수만 있다면,송지은,4518709,2014-03-17,발라드,1783,1,1,1,1
357,보내야 했을까,임창정,4532132,2014-03-20,발라드,2763,5,1,0,1
358,어느 하루가,임창정,4532133,2014-03-20,발라드,4979,18,1,0,1
359,죽어라 잊어도,임창정,4532135,2014-03-20,발라드,4347,11,1,0,2
360,앙큼한 상상,써니힐,4528288,2014-03-19,발라드,1753,1,1,1,1
361,내게기대,스탠딩에그,4534771,2014-03-21,"인디음악, 록/메탈",27681,16,1,0,6
362,내게만 일어나는 일,이승환,4518045,2014-03-26,발라드,5153,30,1,0,2
363,심장이 뛴다,백퍼센트,4518016,2014-03-17,댄스,2645,18,1,0,1
364,우리가 헤어질 때,임창정,4532139,2014-03-20,발라드,1881,3,1,0,1
365,무례하게,로꼬,5476554,2014-11-28,랩/힙합,10826,12,0,0,1
366,꽃송이가,버스커버스커,3753309,2012-03-29,록/메탈,97856,152,0,0,15
367,토로,임창정,4532136,2014-03-20,발라드,2765,8,1,0,1
368,the light,나윤권,4532814,2014-03-20,발라드,1455,1,1,1,1
369,뱅뱅사거리,일렉트로보이즈,4522290,2014-03-18,랩/힙합,1153,6,1,0,1
370,아름다운 시절,서영은,4517475,2014-03-15,발라드,1647,0,0,1,1
371,"good bye sadness, hello happiness",윤미래,1575520,2007-02-23,R&B/Soul,34639,56,0,0,1
372,들어와,포미닛,4535827,2014-03-21,발라드,2569,2,1,0,1
373,야생화,박효신,4543502,2014-03-28,발라드,316047,610,1,0,98
374,그 중에 그대를 만나,이선희,4544242,2014-03-25,발라드,124264,151,1,0,34
375,사이드미러걸,루이,4532820,2014-03-24,랩/힙합,31049,44,1,0,6
376,남자답게,엠블랙,4540029,2014-03-24,댄스,4770,28,1,0,3
377,유나야,조성모,4534305,2014-03-24,발라드,2698,3,1,0,2
378,fallin,스윙스,4536185,2014-03-26,랩/힙합,9488,13,1,0,2
379,your love,투빅,4594682,2014-04-10,R&B/Soul,737,1,0,0,2
380,너에게만 반응해,이승환,4549611,2014-03-26,록/메탈,9698,74,1,0,3
381,별일 없니,가비엔제이,4544666,2014-03-25,발라드,3052,5,1,0,2
382,wild boy,윤종신,4544018,2014-03-25,록/메탈,10524,34,1,0,1
383,너 뿐이야,샘김,4539252,2014-03-23,발라드,3919,8,0,0,1
384,가슴이 뛴다,이은미,4554332,2014-03-27,"랩/힙합, 인디음악",8401,14,1,0,2
385,태양은 가득히,양파,4540024,2014-03-24,발라드,1202,1,1,1,1
386,그날까지 안녕,지아,4554554,2014-03-27,발라드,2326,3,1,1,2
387,귓방망이,배드키즈,4544240,2014-03-25,"발라드, 록/메탈",2893,3,1,0,2
388,산책,루이,4539253,2014-03-23,발라드,3970,12,0,0,1
389,너를 만나다,이선희,4544241,2014-03-25,발라드,3050,11,1,0,1
390,너를 너를 너를,플라이투더스카이,4559040,2014-03-28,발라드,8944,20,0,1,20
391,나만의 그대,전우성,4558644,2014-04-02,발라드,1344,0,1,0,2
392,아직 하지 못한 말,이홍기,4536342,2014-03-21,발라드,3794,7,0,1,1
393,without you,이미쉘,4527877,2014-03-21,발라드,3066,5,0,0,1
394,러브 인 메모리 2,이수영,4548952,2014-03-26,발라드,845,0,1,1,1
395,fall to fly,이승환,4549610,2014-03-26,발라드,12403,106,1,0,1
396,함께 있는 우리를 보고 싶다,이승환,4549617,2014-03-26,발라드,3154,40,1,0,1
397,mr  chu,에이핑크,4562881,2014-03-31,댄스,97178,392,1,0,25
398,견딜만해,매드클라운,4579474,2014-04-04,랩/힙합,46964,35,1,0,15
399,가끔,크러쉬,4674347,2014-06-05,R&B/Soul,103350,116,0,0,9
400,야시시,nsyoong,4564373,2014-04-01,댄스,15956,53,1,0,6
401,살만해졌어,손승연,4559292,2014-04-01,발라드,7416,11,1,0,3
402,스토커,매드클라운,4579475,2014-04-04,랩/힙합,25855,30,1,0,7
403,2 years apart,에디킴,4572452,2014-04-03,록/메탈,23890,22,1,0,7
404,십년이 지나도,권진아,4562387,2014-03-30,발라드,5635,7,0,0,1
405,sunday monday,에이핑크,4562880,2014-03-31,발라드,15624,14,1,0,1
406,swing,슈퍼주니어m,4563204,2014-03-31,"월드뮤직, 중국음악",4676,14,1,0,1
407,사랑동화,에이핑크,4562883,2014-03-31,발라드,17924,32,1,0,1
408,so long,에이핑크,4562884,2014-03-31,발라드,14033,40,1,0,1
409,crystal,에이핑크,4562882,2014-03-31,댄스,12442,28,1,0,1
410,가슴이 소리치는 말,김보경,4576495,2014-04-03,발라드,3752,5,1,1,3
411,팔베개,박신혜,4567161,2014-04-01,포크/블루스,3023,4,1,0,1
412,운 듯,이소라,4578939,2014-04-11,발라드,7019,10,1,0,2
413,살냄새,매드클라운,4579477,2014-04-04,랩/힙합,3871,8,1,0,2
414,치사bounce,mib,4563219,2014-03-31,랩/힙합,3414,8,1,0,1
415,인연,"윤민수,신용재",4582959,2014-04-05,발라드,59251,49,1,0,20
416,깽값,매드클라운,4579476,2014-04-04,랩/힙합,8076,12,1,0,2
417,언제라도,전우성,4572590,2014-04-02,발라드,1660,2,1,0,1
418,껌,매드클라운,4579478,2014-04-04,랩/힙합,4285,11,1,0,2
419,술,존박,4550260,2014-04-04,발라드,3504,15,1,0,2
420,이태원 배터리,유세윤&홍진영,4559220,2014-03-28,성인가요/트로트,3619,6,0,0,1
421,뜨거운 안녕,짜리몽땅,4562389,2014-03-30,발라드,706,0,0,0,1
422,stand by me,샘김,4562388,2014-03-30,발라드,2246,4,0,0,1
423,200%,akmu,4583482,2014-04-07,포크/블루스,147886,161,1,0,19
424,봄 사랑 벚꽃 말고,"high4,아이유",4579468,2014-04-08,발라드,221455,419,1,0,75
425,give love,akmu,4583481,2014-04-07,포크/블루스,128417,123,1,0,15
426,얼음들,akmu,4583483,2014-04-07,포크/블루스,59439,84,1,0,11
427,인공잔디,akmu,4583486,2014-04-07,포크/블루스,38517,94,1,0,7
428,지하철에서,akmu,4583484,2014-04-07,포크/블루스,19844,31,1,0,6
429,작은별,akmu,4583488,2014-04-07,포크/블루스,44688,79,1,0,6
430,galaxy,akmu,4583491,2014-04-07,포크/블루스,23711,41,1,0,5
431,가르마,akmu,4583485,2014-04-07,포크/블루스,15509,35,1,0,5
432,길이나,akmu,4583489,2014-04-07,포크/블루스,17653,27,1,0,6
433,소재,akmu,4583490,2014-04-07,댄스,14225,45,1,0,5
434,메트로놈,박재범,4597779,2014-04-11,R&B/Soul,10854,15,1,0,4
435,할 수 있는 건 없다,박시환,4594728,2014-04-10,발라드,2583,10,1,0,1
436,요즘 바쁜가봐,투빅,4594680,2014-04-10,R&B/Soul,57719,54,1,0,15
437,너 사용법,에디킴,4586092,2014-04-11,포크/블루스,121174,146,1,0,28
438,right here waiting,버나드박,4582964,2014-04-05,발라드,5602,5,0,0,4
439,tell me why,투하트,4498831,2014-03-10,발라드,18018,90,1,0,4
440,사랑이 지는 이 자리,더원,4582963,2014-04-05,발라드,1555,0,0,0,1
441,love,권진아,34826873,2022-03-31,R&B/Soul,16078,82,0,0,2
442,밀당의 고수,에디킴,4586090,2014-04-11,포크/블루스,19050,17,1,0,8
443,인연,이선희,848567,2005-04-14,발라드,88219,146,0,0,7
444,아파서,산들,4587064,2014-04-08,발라드,3928,4,1,1,1
445,우우,에릭남,4558394,2014-04-08,댄스,8694,16,1,0,1
446,난 별,이소라,4578938,2014-04-11,록/메탈,8565,43,1,0,2
447,소원,고유진,4594869,2014-04-10,발라드,2942,4,1,0,2
448,잊자,알맹,4590942,2014-04-09,"발라드, R&B/Soul, 국내드라마",1639,1,1,0,1
449,서울이 싫어졌어,이천원,4597727,2014-04-11,랩/힙합,3172,9,1,0,2
450,난 좀 달라,nca,4590813,2014-04-09,댄스,4538,18,1,0,2
451,run to you,lasselindh,4583299,2014-04-07,국내드라마,19249,12,1,0,4
452,honey,샘김,30244380,2017-02-11,국내드라마,1302,2,0,0,1
453,bad,davidguetta&showtek,4859320,2014-09-01,R&B/Soul,5695,14,0,0,19
454,그대는 내 전부,에스프레소,4579346,2014-04-04,발라드,7834,19,0,0,1
455,티가 나나봐,15&,4599628,2014-04-13,R&B/Soul,37975,46,0,0,11
456,다음날,주니엘,4600393,2014-04-14,록/메탈,6014,25,1,0,4
457,자꾸 눈물이 납니다,알리,4599740,2014-04-14,발라드,9480,4,1,0,3
458,끊어줄래,한해,4600124,2014-04-14,랩/힙합,7103,3,1,0,2
459,englishman in new york,샘김,4599629,2014-04-13,발라드,10517,21,0,0,2
460,눈물이 펑펑,김태현,4600342,2014-04-14,발라드,10251,16,1,1,4
461,누나라고 불러,"강민희,칸토",4603933,2014-04-15,발라드,10449,15,1,0,2
462,your love,이정,4607130,2014-04-16,일렉트로니카,1763,1,1,0,2
463,마녀의 일기,스피카,4604060,2014-04-15,댄스,1900,4,1,1,3
464,야하게,뉴챔프,4590769,2014-04-15,랩/힙합,4123,2,1,0,2
465,show me your light,"신지수,크루셜스타",4604024,2014-04-15,R&B/Soul,108,0,1,0,1
466,토닥토닥,영지,4623327,2014-04-17,발라드,270,0,1,0,2
467,매일 이별,김연지,4609474,2014-04-18,발라드,3692,6,1,0,2
468,커플,강성훈,4603825,2014-04-15,발라드,2298,3,1,0,1
469,약한 남자,주석,4607139,2014-04-16,랩/힙합,2941,3,1,0,2
470,거짓말,샘김,4599630,2014-04-13,발라드,1614,4,0,0,1
471,it s over,에디킴,4586094,2014-04-11,포크/블루스,7581,12,0,0,1
472,slow dance,에디킴,4586091,2014-04-11,포크/블루스,4762,4,0,0,1
473,사랑해도 너무나,윤건,4614200,2014-04-21,발라드,5577,6,1,1,4
474,우리 사랑했던 날,"장희영,김민진",4616854,2014-04-22,발라드,7315,9,1,0,3
475,신기루,배치기,4618647,2014-04-23,랩/힙합,2989,2,1,1,3
476,사랑하기 때문에,버나드박,4614822,2014-04-21,발라드,4165,4,1,0,2
477,꿈의 대화,울랄라세션,4617105,2014-04-23,발라드,2904,4,1,0,3
478,천개의 바람이 되어,임형주,4630253,2014-05-01,"클래식, 크로스오버",28584,490,1,0,3
479,뭘해도 예쁜걸,길구봉구,4622988,2014-04-25,발라드,31488,25,1,0,5
480,뒹굴뒹굴,요조,4616538,2014-04-24,"인디음악, 포크/블루스",4128,10,1,0,2
481,여행일기,버블시스터즈,5415904,2014-10-17,발라드,128,0,0,0,1
482,별,제이세라,4616419,2014-04-22,발라드,2785,2,1,1,1
483,love,프라이머리,3948905,2012-10-31,랩/힙합,65467,76,0,0,2
484,call you mine,jeffbernat,3808189,2012-05-22,R&B/Soul,145424,114,0,0,10
485,안녕 나의 사랑,성시경,1884329,2008-06-12,발라드,64110,150,0,0,2
486,i believe i can fly,버나드박,4614823,2014-04-21,발라드,1302,2,1,0,1
487,just a feeling,maroon5,3483812,2011-07-14,록/메탈,3266,14,0,0,1
488,비나이다,제이워크,4608978,2014-04-24,발라드,2173,2,1,0,1
489,헤어질걸 알기에,다이아트리,4616274,2014-04-22,발라드,990,1,1,0,1
490,그 다음해,박정현,4592267,2014-04-30,"발라드, R&B/Soul",7051,15,1,0,3
491,내게 남은 세가지,백아연,4630259,2014-05-02,발라드,12672,10,1,1,5
492,매일 다른 눈물이,손승연,4779221,2014-07-30,발라드,670,0,0,0,3
493,damage,마리오,4626852,2014-04-29,랩/힙합,3433,6,1,0,2
494,손,아웃사이더,4630408,2014-05-02,랩/힙합,3871,2,1,0,3
495,miracle,이지영,5459730,2014-11-13,발라드,751,0,0,0,1
496,믿겨지지 않는 이야기 2,제이큐&레이디제인,4629242,2014-04-30,랩/힙합,1965,0,1,0,1
497,기다려 본다,멜로디데이,4163115,2013-07-05,댄스,45254,94,0,0,1
498,이노래 듣고있어,mj,4626835,2014-04-29,"랩/힙합, 인디음악",2091,1,1,0,1
499,con amore mio,김태우,4624439,2014-04-28,국내드라마,927,0,1,0,1
500,해피엔딩,신지훈,4630927,2014-05-02,발라드,3444,10,1,0,2
501,일곱 번째 봄,서문탁,4624016,2014-04-28,발라드,1009,1,1,0,1
502,휘파람,어쿠스틱콜라보,4624833,2014-04-28,"인디음악, 포크/블루스",2883,2,1,0,1
503,미운오리새끼,god,4635701,2014-05-08,발라드,65100,71,1,0,11
504,중독,exok,4633162,2014-05-07,댄스,122696,382,1,0,18
505,불꽃,백지영,4633491,2014-05-07,발라드,11481,6,1,0,7
506,thunder,exok,4633164,2014-05-07,댄스,52508,129,1,0,6
507,월광,exok,4633163,2014-05-07,발라드,58991,305,1,0,3
508,너를 원해,정기고,4603433,2014-05-09,R&B/Soul,47795,34,1,0,15
509,run,exok,4633165,2014-05-07,댄스,40362,125,1,0,2
510,上瘾,exom,3688313,2012-01-30,발라드,23838,67,0,0,1
511,"그래, 너",스탠딩에그,4635458,2014-05-08,"인디음악, 록/메탈",32965,16,1,0,3
512,thunder,exom,4633169,2014-05-07,"월드뮤직, 중국음악",13721,4,1,0,1
513,月光,exom,4633168,2014-05-07,"월드뮤직, 중국음악",13690,2,1,0,1
514,run,exom,4633170,2014-05-07,"월드뮤직, 중국음악",12424,1,1,0,1
515,사랑한단 말,"창민,진운",3765014,2012-04-09,"월드뮤직, 중국음악",10684,3,0,0,2
516,problem,arianagrande,4635671,2014-05-08,발라드,2209,2,1,0,32
517,농담 반 진담 반,슈가볼,4631845,2014-05-07,"인디음악, 록/메탈",36137,37,1,0,1
518,미안해,정준일,4637285,2014-05-09,발라드,9388,8,1,1,2
519,나쁜 여자,"디아,키스&크라이",4633550,2014-05-07,댄스,1051,0,1,0,1
520,이방인,바비킴,4635297,2014-05-07,"발라드, R&B/Soul, 국내드라마",3921,3,1,0,2
521,scully doesn t know,허밍어반스테레오,701542,2005-01-26,"인디음악, 일렉트로니카",2151,9,0,0,2
522,여기는 달,김지수,4630456,2014-05-02,발라드,2052,2,0,0,1
523,나의 옛날 이야기,아이유,4751389,2014-07-17,발라드,685,0,0,0,18
524,best man,휘성,4639335,2014-05-12,R&B/Soul,26691,35,1,0,2
525,봄 타나봐,서인국,4643439,2014-05-14,발라드,28621,38,1,0,8
526,지우고 싶다,포맨,4641333,2014-05-13,R&B/Soul,13921,10,1,0,7
527,사랑이 지나가면,아이유,4646572,2014-05-16,발라드,87772,113,1,0,11
528,good night kiss,전효성,4635740,2014-05-12,댄스,29416,56,1,0,14
529,너의 의미,아이유,4646573,2014-05-16,발라드,224380,265,1,0,73
530,예쁜 속옷,지나,4635456,2014-05-12,댄스,9299,19,1,0,8
531,삐에로는 우릴보고 웃지,아이유,4646571,2014-05-16,댄스,49378,65,1,0,8
532,예쁘니까 잘 될 거야,포맨,4641331,2014-05-13,R&B/Soul,8422,9,1,0,3
533,여름밤의 꿈,아이유,4646575,2014-05-16,발라드,66063,204,1,0,6
534,꽃,아이유,4646570,2014-05-16,발라드,29522,43,1,0,4
535,하루하루,에일리,4641392,2014-05-13,"발라드, R&B/Soul, 국내드라마",13896,10,1,0,7
536,love never felt so good,michaeljackson,4646588,2014-05-16,발라드,31414,48,1,0,8
537,해독제,김연우,4643534,2014-05-14,발라드,11910,30,1,0,3
538,ok,포맨,4641336,2014-05-13,R&B/Soul,2545,3,1,0,1
539,사랑하게 해줘요,"가비엔제이,6to8",30472309,2017-06-15,발라드,512,2,0,0,1
540,miss right,방탄소년단,4643464,2014-05-14,랩/힙합,114879,476,1,0,2
541,nobody knows,길미,5372590,2014-09-04,R&B/Soul,184,1,0,0,1
542,모르고 싶다,휘성,4639338,2014-05-12,R&B/Soul,4457,9,1,0,1
543,핑계,포맨,4641338,2014-05-13,R&B/Soul,6876,19,1,0,1
544,말이야 방구야,포맨,4641332,2014-05-13,R&B/Soul,2411,3,1,0,1
545,노래가 좋아,휘성,4639334,2014-05-12,R&B/Soul,2415,15,1,0,1
546,고마웠다고,포맨,4641335,2014-05-13,R&B/Soul,4616,8,1,0,1
547,네 옆에 누워,휘성,4639336,2014-05-12,R&B/Soul,1723,2,1,0,1
548,star,포맨,4641330,2014-05-13,R&B/Soul,2874,10,1,0,1
549,8dayz,메건리,4639079,2014-05-15,록/메탈,4487,6,1,0,2
550,너라는 명작,휘성,3915868,2012-09-27,R&B/Soul,17123,29,0,0,1
551,xscape,michaeljackson,4656234,2014-05-12,POP,72826,156,1,0,1
552,돈 벌어야 돼,휘성,4639339,2014-05-12,R&B/Soul,2220,12,1,0,1
553,slave to the rhythm,michaeljackson,4656238,2014-05-12,POP,3547,23,1,0,1
554,지혜야 미안해,포맨,4641334,2014-05-13,R&B/Soul,2073,8,1,0,1
555,loving you,michaeljackson,4656236,2014-05-12,POP,14819,52,1,0,1
556,미치게 훅가게,레이디스코드,4646805,2014-05-16,댄스,3272,5,1,1,2
557,전화하지 말아요,플라이투더스카이,4649342,2014-05-21,댄스,37657,225,1,0,7
558,1분 1초,지연,4650279,2014-05-20,발라드,14690,51,1,0,7
559,거짓말 같다,플라이투더스카이,4650488,2014-05-20,댄스,6069,24,1,0,3
560,알 수 없는 이별,플라이투더스카이,4648495,2014-05-19,랩/힙합,23364,22,1,0,3
561,like a bird,어반자카파,4648534,2014-05-19,R&B/Soul,5619,3,1,0,2
562,너,플라이투더스카이,2055970,2009-02-04,발라드,11,0,0,0,2
563,내 맘에 들어와,박서준,4648474,2014-05-19,발라드,13552,28,1,1,2
564,이젠 너 없이도,유나킴,4650421,2014-05-23,랩/힙합,20874,35,1,0,7
565,미쳤어,빈지노,4654324,2014-05-22,랩/힙합,25840,30,0,0,2
566,up all night,빈지노,4749620,2014-07-16,랩/힙합,32557,63,1,0,2
567,박규,형돈이와대준이,4740014,2014-07-14,랩/힙합,3155,9,1,0,1
568,gravity,스윙스,4751625,2014-07-17,랩/힙합,10793,19,1,0,3
569,비별,"전민주,유나킴",4740363,2014-07-15,댄스,6818,21,1,0,2
570,내가 뭐가 돼,비원에이포,4749619,2014-07-16,랩/힙합,6911,12,1,0,1
571,best friend,jasonmraz,4745698,2014-07-15,록/메탈,5356,3,1,0,2
572,얼음땡,박재정,4752181,2014-07-17,댄스,9764,93,1,0,2
573,you,비원에이포,4751893,2014-07-17,국내드라마,8621,3,1,0,1
574,그대 그리고 나,박정현,4746829,2014-07-15,"발라드, R&B/Soul, 국내드라마",2380,3,1,0,1
575,love lane,마마무,4754435,2014-07-18,R&B/Soul,43064,44,1,1,7
576,i don t have to work,빈지노,4749623,2014-07-16,랩/힙합,3942,14,1,0,1
577,여자가 먼저,알리,4746126,2014-07-15,발라드,1697,1,1,0,1
578,물 한잔,비원에이포,4743162,2014-07-14,댄스,8956,27,1,0,1
579,drive,비원에이포,4751939,2014-07-17,랩/힙합,3111,4,1,0,1
580,animal,"다이나믹듀오,djpremier",4749305,2014-07-16,랩/힙합,1283,3,1,0,1
581,이건 아니지 않나 싶어,"탑독,조pd",4749450,2014-07-16,발라드,3032,4,1,0,1
582,가끔은 그래도 괜찮아,옥상달빛,4746449,2014-07-15,"인디음악, 포크/블루스",6181,8,1,0,1
583,touch my body,씨스타,4756304,2014-07-21,댄스,67546,111,1,0,17
584,back,인피니트,4756411,2014-07-22,댄스,46509,191,1,0,8
585,her,블락비,4764928,2014-07-24,댄스,120206,246,1,0,27
586,나쁜손,씨스타,4756305,2014-07-21,댄스,13562,16,1,0,6
587,최고의 행운,첸,4762446,2014-07-23,발라드,112491,275,1,1,13
588,돌아오는 길,서인국,4756317,2014-07-21,발라드,12439,18,1,1,4
589,보기 드문 여자,블락비,4764927,2014-07-24,댄스,57027,67,1,0,6
590,but i love u,씨스타,4756306,2014-07-21,댄스,5408,7,1,0,3
591,diamond,인피니트,4756412,2014-07-22,발라드,22095,36,1,0,3
592,이제 날 안아요,블락비,4764932,2014-07-24,발라드,19305,30,1,0,3
593,it girl,창민＆이현,4762348,2014-07-23,R&B/Soul,4217,6,1,0,4
594,sunshine,씨스타,4756308,2014-07-21,댄스,3460,16,1,0,1
595,기다리라 해요,임창정,5374224,2014-09-05,발라드,2870,12,0,1,3
596,ok go,씨스타,4756307,2014-07-21,댄스,2023,3,1,0,1
597,그렇게,라디,4765759,2014-07-24,R&B/Soul,6506,100,1,0,2
598,나나,박재범,4768934,2014-07-25,랩/힙합,11336,15,1,0,3
599,wow,씨스타,4756303,2014-07-21,댄스,1802,8,1,0,1
600,아까워,정기고,4769017,2014-07-25,댄스,4179,7,1,1,2
601,미워요,포맨,4765885,2014-07-24,발라드,5705,2,1,0,2
602,very good,블락비,4262252,2013-10-02,댄스,57254,123,1,0,10
603,유혹,이루,4759049,2014-07-22,발라드,1810,2,1,1,1
604,바라만 보아도 좋은 사람,나비,4756424,2014-07-21,발라드,3038,5,1,1,1
605,빨개요,현아,4771771,2014-07-28,댄스,30131,56,1,0,11
606,just us,jyj,4774767,2014-07-29,R&B/Soul,18883,24,1,0,1
607,괜찮아 사랑이야,다비치,4779294,2014-07-30,발라드,72366,71,1,1,14
608,ain t nobody,핫펠트,4782193,2014-07-31,댄스,14494,35,1,0,3
