,music,singer,release_date,category,music_like,movie_like,movie_views,Unnamed: 0
2307,가을 타나 봐,바이브,2018.09.18,발라드,178427,,,
2308,너는 어땠을까,노을,2018.11.05,발라드,112147,312,82555,
2309,있어줄래,길구봉구,2019.04.08,발라드,39497,121,16651,
2310,이 밤,양다일,2019.04.26,발라드,47152,255,28689,
2311,열애중,벤,2018.05.08,발라드,192490,825,196123,
2312,IDOL,방탄소년단,2018.08.24,랩/힙합,319801,32313,1886612,
2313,지나오다,닐로,2017.10.31,발라드,258051,,,
2314,삐삐,아이유,2018.10.10,R&B/Soul,293598,13169,1719506,
2315,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,2014.08.28,"인디음악, 록/메탈",183634,,,
2316,7 rings,Ariana Grande,2019.01.18,POP,135419,1278,239319,
2317,이별하러 가는 길,임한별,2018.09.13,발라드,147895,526,106882,
2318,고백,양다일,2018.10.15,발라드,150950,413,91344,
2319,소우주,방탄소년단,2019.04.12,R&B/Soul,267689,,,
2320,She,잔나비,2017.09.09,"발라드, 인디음악",107876,1896,69637,
2321,Dionysus,방탄소년단,2019.04.12,랩/힙합,164613,,,
2322,YES or YES,TWICE,2018.11.05,댄스,160466,7358,2124028,
2323,Intro : Persona,방탄소년단,2019.04.12,랩/힙합,126246,15171,244550,
2324,"GO HIGH, The Quiett)",이영지,2019.04.13,랩/힙합,79766,,,
2325,Don`t Know What To Do,BLACKPINK,2019.04.05,댄스,120791,3794,182041,
2326,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,2016.08.04,"인디음악, 록/메탈",186252,1747,134601,
2327,Make It Right,방탄소년단,2019.04.12,랩/힙합,197066,,,
2328,Jamais Vu,방탄소년단,2019.04.12,R&B/Soul,147958,,,
2329,Seattle Alone,볼빨간사춘기,2019.04.02,"인디음악, 포크/블루스",41523,1512,52453,
2330,Mermaid,볼빨간사춘기,2019.04.02,"인디음악, 포크/블루스",83844,1557,89990,
2331,HOME,방탄소년단,2019.04.12,랩/힙합,159227,,,
2332,Kill This Love,BLACKPINK,2019.04.05,댄스,120791,3794,182041,
2333,진심이 담긴 노래,케이시,2019.03.28,발라드,115037,534,94354,
2334,벚꽃 엔딩,버스커 버스커,2012.03.29,록/메탈,334685,2275,690926,
2335,별 보러 갈래?,볼빨간사춘기,2019.04.02,"인디음악, 포크/블루스",123923,2073,221588,
2336,비올레타,IZ*ONE,2019.04.01,댄스,114193,9911,730816,
2337,야간비행,백예린,2019.03.18,R&B/Soul,82363,,,
2338,그모습 그대로,장범준,2019.03.21,록/메탈,20797,,,
2339,내 생에 아름다운,케이윌,2018.10.23,"발라드, 국내드라마",172450,817,127220,
2340,SOLO,제니,2018.11.12,랩/힙합,221119,1316,21654,
2341,SHE`S FINE,헤이즈,2019.03.19,R&B/Soul,65289,1063,127553,
2342,당신과는 천천히,장범준,2019.03.21,록/메탈,122764,1203,219915,
2343,일산으로,장범준,2019.03.21,록/메탈,26579,,,
2344,초록빛,폴킴,2019.01.17,발라드,149404,,,
2345,혼자,거미,2019.03.18,발라드,32759,348,58443,
2346,여자친구,하은요셉,2019.03.07,"발라드, 인디음악",46808,125,47995,
2347,내가 날 모르는 것처럼,백예린,2019.03.18,R&B/Soul,56011,,,
2348,그건 아마 우리의 잘못은 아닐 거야,백예린,2019.03.18,R&B/Soul,189853,2379,174501,
2349,누아르,선미,2019.03.04,댄스,39495,1185,390788,
2350,180도,벤,2018.12.07,발라드,168946,951,222423,
2351,띵,"Jvcki Wai, Young B, Osshun Gum, 한요한",2019.01.13,랩/힙합,139976,3596,364176,
2352,신용재,하은,2018.11.06,발라드,139687,412,141405,
2353,새벽에,에픽하이,2019.03.11,랩/힙합,36077,,,
2354,너도 그냥 날 놓아주면 돼,윤건,2018.11.29,발라드,136496,293,112647,
2355,신청곡,이소라,2019.01.22,발라드,223881,1586,176940,
2356,고고베베,마마무,2019.03.14,댄스,86953,3715,578678,
2357,넘쳐흘러,엠씨더맥스,2019.01.02,발라드,168634,1921,195620,
2358,이 노래가 클럽에서 나온다면,우디(Woody),2019.01.23,랩/힙합,152233,430,205972,
2359,봄,박봄,2019.03.13,R&B/Soul,96980,1182,287264,
2360,멍청이(twit),화사(Hwa Sa),2019.02.13,댄스,132746,3686,709787,
2361,그러나,10cm,2019.03.07,"인디음악, 포크/블루스",80763,761,30582,
2362,술이 달다,에픽하이,2019.03.11,랩/힙합,112254,1047,329636,
2363,나비효과,EXO,2019.11.27,댄스,59251,,,
2364,Done For Me,펀치,2019.08.18,"발라드, 국내드라마",103669,,,
2365,밤편지,아이유,2017.03.24,발라드,454416,9825,1072085,
2366,지킬,EXO,2019.11.27,댄스,51635,,,
2367,춤,EXO,2019.11.27,댄스,54879,,,
2368,Forever 84,"염따, 딥플로우, 팔로알토, The Quiett, 사이먼 도미닉",2019.11.19,랩/힙합,23249,,,
2369,안녕이라는 말,송이한,2019.03.25,R&B/Soul,43910,90,13186,
2370,Here I Am,태연,2019.10.28,발라드,34435,,,
2371,만추,헤이즈,2019.10.13,R&B/Soul,35952,599,18778,
2372,담아,"스윙스(Swings), Kid Milli, 매드 클라운",2019.08.24,랩/힙합,64104,,,
2373,하하하,태연,2019.10.28,R&B/Soul,15420,,,
2374,음파음파,레드벨벳(Red Velvet),2019.08.20,댄스,80362,3717,440184,
2375,물 만난 물고기,AKMU,2019.09.25,포크/블루스,47093,,,
2376,SUPER Clap,슈퍼주니어,2019.10.14,댄스,22108,1862,613517,
2377,봄날,방탄소년단,2017.02.13,랩/힙합,542378,30812,1669253,
2378,작별 인사,AKMU,2019.09.25,발라드,29945,,,
2379,널 안지 않을 수 있어야지,첸,2019.10.01,발라드,56124,,,
2380,그 끝에 그대,청하,2019.08.03,"발라드, 국내드라마",51272,,,
2381,독 : Fear,세븐틴,2019.09.16,댄스,69658,7455,101385,
2382,러브 델루나,"태용, 펀치",2019.08.24,"발라드, 국내드라마",41479,,,
2383,"나만, 봄",볼빨간사춘기,2019.04.02,"인디음악, 포크/블루스",193611,2512,401908,
2384,Way Back Home,숀,2018.06.27,"인디음악, 일렉트로니카",355574,,,
2385,벌써 12시,청하,2019.01.02,댄스,169180,3383,1182727,
2386,사월이 지나면 우리 헤어져요,첸,2019.04.01,발라드,170378,5793,108257,
2387,Goodbye,박효신,2019.05.06,발라드,171905,7887,278905,
2388,옥탑방,엔플라잉,2019.01.02,록/메탈,283756,2391,501641,
2389,내 안부,이우,2019.07.16,발라드,66841,236,61183,
2390,너만 너만 너만,양다일,2019.07.27,"발라드, 국내드라마",33484,,,
2391,Paris In The Rain,Lauv,2018.10.08,POP,294122,,,
2392,너를 만나,폴킴,2018.10.29,발라드,318179,2038,308246,
2393,달라달라,ITZY,2019.02.12,댄스,171297,5056,1627059,
2394,그때가 좋았어,케이시,2018.12.31,발라드,243934,,,
2395,"모든 날, 모든 순간",폴킴,2018.03.20,"발라드, 국내드라마",420185,,,
2396,FANCY,TWICE,2019.04.22,댄스,137791,5761,1543147,
2397,Senorita,"Shawn Mendes, Camila Cabello",2019.08.16,-,12,,,
2398,사계,태연,2019.03.24,발라드,264035,3931,450114,
2399,Another Day,"먼데이 키즈, 펀치",2019.07.14,"발라드, 국내드라마",77060,,,
2400,A Whole New World,"Mena Massoud, Naomi Scott",2019.05.22,"POP, 국외영화",126086,,,
2401,비가 내리는 날에는,윤하,2019.07.02,발라드,97233,865,58267,
2402,사랑이 식었다고 말해도 돼,먼데이 키즈,2019.05.27,발라드,128081,428,75613,
2403,작은 것들을 위한 시,방탄소년단,2019.04.12,댄스,441618,13728,398393,
2404,너에게 못했던 내 마지막 말은,다비치,2019.05.17,발라드,170186,920,194878,
2405,music,singer,release_date,category,music_like,movie_like,movie_views,
2406,사랑을 했다,iKON,2018.01.25,랩/힙합,329735,3878,72047,
2407,붕붕,김하온,2018.04.14,랩/힙합,190071,,,
2408,별 시,박효신,2018.04.30,발라드,61752,6069,209924,
2409,What is Love?,TWICE,2018.04.09,댄스,159942,8563,2416243,
2410,지나오다,닐로,2017.10.31,발라드,258051,,,
2411,주지마,"로꼬, 화사",2018.04.21,발라드,204539,,,
2412,그때 헤어지면 돼,로이킴,2018.02.12,발라드,233072,1547,243770,
2413,꽃 길,BIGBANG,2018.03.13,R&B/Soul,233547,,,
2414,그날처럼,장덕철,2017.11.28,발라드,251342,545,300091,
2415,밤,여자친구,2018.04.30,댄스,169790,4599,1066488,
2416,My Way,이수,2017.11.11,"발라드, 국내드라마",163230,730,160024,
2417,뿜뿜,모모랜드,2018.01.03,댄스,150253,2941,2714668,
2418,잊을만하면,크러쉬,2018.05.03,R&B/Soul,92977,1414,97978,
2419,별이 빛나는 밤,마마무,2018.03.07,댄스,180216,5678,1067380,
2420,Must Have Love,"SG워너비, 브라운 아이드 걸스",2006.11.16,R&B/Soul,71753,624,70621,
2421,너도 그냥 날 놓아주면 돼,윤건,2018.11.29,발라드,136498,293,112648,
2422,Is You,에일리(Ailee),2018.12.22,"발라드, 국내드라마",15403,404,47075,
2423,느린 우체통,윤하,2018.12.14,발라드,27221,659,28003,
2424,이번 겨울,권진아,2018.12.17,R&B/Soul,19186,350,41613,
2425,알았다면,장덕철,2018.12.20,발라드,52203,149,38201,
2426,사랑 알 수 없나봐,폴킴,2018.12.16,"발라드, 국내드라마",42403,913,40543,
2427,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, 빅스",2012.12.06,발라드,161999,6713,565529,
2428,미리 메리 크리스마스,아이유,2010.12.09,댄스,170810,,,
2429,행복,오반,2018.12.06,"랩/힙합, 인디음악",130583,639,71616,
2430,Gone,이창섭,2018.12.11,록/메탈,38927,3237,11174,
2431,Wait,EXO,2018.12.13,발라드,81578,,,
2432,트라우마,EXO,2018.12.13,댄스,75103,,,
2433,올해 제일 잘한 일,TWICE,2018.12.12,R&B/Soul,39186,3901,302690,
2434,첫눈에,헤이즈,2018.12.14,R&B/Soul,76439,1270,2921932,
2435,Love Shot,EXO,2018.12.13,댄스,192066,16687,726562,
2436,Snowman,Sia,2022.12.30,POP,245680,437,36417,
2437,벌써 크리스마스,"케이윌, 소유, 보이프렌드, 몬스타엑스, 우주소녀, 유승우, 브라더수, 마인드유, 듀에토, 정세운",2018.12.05,R&B/Soul,24772,3871,93702,
2438,180도,벤,2018.12.07,발라드,168949,951,222423,
2439,I Was Born To Love You,Queen,2011.01.01,록/메탈,47918,,,
2440,Late Night,"로꼬, GRAY(그레이)",2018.11.28,랩/힙합,26953,1023,66403,
2441,찾아가세요,러블리즈,2018.11.26,댄스,31939,1147,40451,
2442,눈이 내린다,god,2019.01.10,발라드,5357,,,
2443,RBB,레드벨벳(Red Velvet),2018.11.30,댄스,74121,5524,610422,
2444,흔한 이별,허각,2018.11.28,발라드,85271,353,93163,
2445,Wind flower,마마무,2018.11.29,R&B/Soul,73534,3969,291685,
2446,HELP ME,뉴이스트 W,2018.11.26,댄스,38307,4515,60766,
2447,아낙네,MINO,2018.11.26,랩/힙합,191630,3039,49436,
2448,It`s You,샘김,2018.11.22,R&B/Soul,53353,642,52136,
2449,알러뷰,EXID,2018.11.21,댄스,42493,1173,424639,
2450,그대가 내 안에 박혔다,황치열,2018.11.20,발라드,45712,1319,51750,
2451,"thank u, next",Ariana Grande,2018.11.03,POP,176953,1256,242750,
2452,사랑했나봐,하이라이트(Highlight),2018.11.20,댄스,39525,5172,110270,
2453,Destiny,Wanna One,2018.11.19,댄스,144716,17674,609557,
2454,소나무,Wanna One,2018.11.19,발라드,66948,,,
2455,Awake!,Wanna One,2018.11.19,댄스,64036,,,
2456,술래,Wanna One,2018.11.19,발라드,74013,,,
2457,묻고싶다,Wanna One,2018.11.19,댄스,69408,,,
2458,불꽃놀이,Wanna One,2018.11.19,댄스,79064,,,
2459,집,Wanna One,2004.11.09,"댄스, 랩/힙합",3203,,,
2460,봄바람,Wanna One,2018.11.19,댄스,144716,17674,609557,
2461,신용재,하은,2018.11.06,발라드,139687,412,141405,
2462,나비,비투비,2018.11.12,발라드,34218,,,
2463,제발,비투비,2018.11.12,발라드,47225,,,
2464,My Trouble,볼빨간사춘기,2018.11.15,"포크/블루스, 국내드라마",35802,1446,55287,
2465,북향,다이나믹 듀오,2018.11.12,랩/힙합,50429,187,39210,
2466,아름답고도 아프구나,비투비,2018.11.12,발라드,174982,9070,199641,
2467,SOLO,제니,2018.11.12,랩/힙합,221120,1316,21654,
2468,구름,로시,2018.10.01,"R&B/Soul, 국내드라마",54257,,,
2469,119,"nafla, pH-1, Kid Milli, OLNL, 루피, SUPERBEE",2018.10.27,랩/힙합,39040,,,
2470,Answer : Love Myself,방탄소년단,2018.08.24,랩/힙합,231671,,,
2471,소년점프,마미손,2018.11.10,랩/힙합,84332,,,
2472,너에게,김민석,2018.10.11,"발라드, 국내드라마",43656,350,29623,
2473,Waste It On Me),Steve Aoki,2018.10.25,POP,109366,337,30915,
2474,그땐 그댄,케이윌,2018.11.06,발라드,10300,848,62351,
2475,Sunbbang,나플라,2018.11.03,랩/힙합,14536,,,
2476,Friend,비투비,2018.11.12,발라드,89590,7222,64763,
2477,Damage,EXO,2018.11.02,댄스,82204,,,
2478,Euphoria,방탄소년단,2018.08.24,랩/힙합,243790,,,
2479,벚꽃연가,첸,2018.10.16,"발라드, 국내드라마",75873,7152,79069,
2480,후폭풍,EXO,2018.11.02,R&B/Soul,81158,,,
2481,오아시스,EXO,2018.11.02,R&B/Soul,87363,,,
2482,여기 있을게,EXO,2018.11.02,발라드,86897,,,
2483,가끔,EXO,2018.11.02,R&B/Soul,82787,,,
2484,억,SUPERBEE,2018.10.27,랩/힙합,41041,,,
2485,I`m Fine,방탄소년단,2018.08.24,랩/힙합,228754,,,
2486,Sign,EXO,2018.11.02,댄스,88286,,,
2487,주황색,pH-1,2018.11.03,랩/힙합,34617,,,
2488,MOMM,키드밀리,2018.11.03,랩/힙합,36945,,,
2489,24/7,EXO,2018.11.02,R&B/Soul,97836,,,
2490,잘 지내요,정승환,2018.09.11,"발라드, 국내드라마",78822,1188,186883,
2491,닿은 순간,EXO,2018.11.02,댄스,96043,,,
2492,POP/STARS,"(여자)아이들, Madison Beer, Jaira Burns",2018.11.04,댄스,91516,2988,217583,
2493,Gravity,EXO,2018.11.02,댄스,101348,,,
2494,하루살이,DEAN,2018.11.08,R&B/Soul,59730,992,33447,
2495,Goodbye,웬디,2018.11.06,"발라드, 국내드라마",91260,,,
2496,이별하러 가는 길,임한별,2018.09.13,발라드,147898,526,106882,
2497,너는 어땠을까,노을,2018.11.05,발라드,112150,312,82555,
2498,NoNo,루피(Loopy),2018.11.03,랩/힙합,43512,,,
2499,수퍼비와,SUPERBEE,2018.11.03,랩/힙합,84910,,,
2500,YES or YES,TWICE,2018.11.05,댄스,160468,7358,2124030,
2501,여보세요,뉴이스트,2013.02.13,발라드,119670,4903,215348,
2502,우리의 새벽은 낮보다 뜨겁다,세븐틴,2018.07.16,댄스,107565,,,
2503,빛나리,펜타곤,2018.04.02,랩/힙합,124703,2268,459504,
2504,花요일,EXO-CBX,2018.04.10,댄스,126099,11983,235247,
2505,바다보러갈래,효린,2018.07.20,댄스,30966,590,240506,
2506,Love Maze,방탄소년단,2018.05.18,랩/힙합,184561,,,
2507,Magic Shop,방탄소년단,2018.05.18,랩/힙합,189853,,,
2508,Me No Jay Park,사이먼 도미닉,2018.07.25,랩/힙합,25081,834,61334,
2509,Airplane pt.2,방탄소년단,2018.05.18,랩/힙합,168399,,,
2510,불행),오반,2018.06.12,랩/힙합,82032,814,196894,
2511,소리,이수현,2018.07.29,"발라드, 국내드라마",45788,717,76882,
2512,지각,장덕철,2018.07.06,발라드,37648,163,36097,
2513,Anpanman,방탄소년단,2018.05.18,랩/힙합,192409,,,
2514,비,폴킴,2016.06.21,R&B/Soul,301433,856,139629,
2515,Youth,Troye Sivan,2016.01.23,POP,281039,2229,229504,
2516,비가 내리면,비투비-블루,2018.08.02,발라드,50179,4883,57040,
2517,SoulMate,지코,2018.07.30,R&B/Soul,160281,3354,544232,
2518,한 여름의 크리스마스,레드벨벳(Red Velvet),2018.08.06,댄스,35867,,,
2519,죽겠다,iKON,2018.08.02,댄스,89715,2706,25377,
2520,그 날,박효신,2018.07.08,"발라드, 국내드라마",46419,5185,243861,
2521,Cereal,크러쉬,2018.07.13,R&B/Soul,66964,1497,124312,
2522,여름여름해,여자친구,2018.07.19,댄스,72821,2559,121947,
2523,Love U,청하,2018.07.18,댄스,92343,2301,552488,
2524,셋 셀테니,승리,2018.07.20,댄스,81156,1026,37940,
2525,1도 없어,에이핑크,2018.07.02,댄스,115333,3635,1157366,
2526,마치 우린 없었던 사이,다비치,2018.07.12,발라드,51190,,,
2527,어쩌나,세븐틴,2018.07.16,댄스,143691,11101,377378,
2528,BAAM,모모랜드,2018.06.26,댄스,52829,1122,869709,
2529,Change,키드밀리,2018.10.27,랩/힙합,48506,,,
2530,잘 지내줘,하이라이트(Highlight),2018.10.29,발라드,47310,,,
2531,Tempo,EXO,2018.11.02,댄스,201335,21512,626629,
2532,라비앙로즈,IZ*ONE,2018.10.29,댄스,137418,11813,1203875,
2533,너를 만나,폴킴,2018.10.29,발라드,318180,2038,308246,
2534,내 생에 아름다운,케이윌,2018.10.23,"발라드, 국내드라마",172452,817,127221,
2535,고백,양다일,2018.10.15,발라드,150950,413,91344,
2536,꿈처럼 내린,다비치,2018.10.16,"발라드, 국내드라마",57185,659,94645,
2537,Save,루피(Loopy),2018.10.20,랩/힙합,78788,,,
2538,넌,크러쉬,2018.10.17,R&B/Soul,39974,1266,63977,
2539,Hate You,pH-1,2018.10.13,랩/힙합,57589,,,
2540,IndiGO,"저스디스, Kid Milli, NO:EL, 영비",2018.06.24,랩/힙합,131548,5079,272959,
2541,가을 타나 봐,바이브,2018.09.18,발라드,178427,,,
2542,Good Day,"pH-1, Kid Milli, 루피",2018.10.06,랩/힙합,195326,,,
2543,시간이 들겠지,로꼬,2018.10.08,랩/힙합,158082,1129,153739,
2544,사임사임,"Coogie, SUPERBEE, D.Ark",2018.10.06,랩/힙합,85834,,,
2545,삐삐,아이유,2018.10.10,R&B/Soul,293599,13169,1719511,
2546,이별길,iKON,2018.10.01,발라드,104112,2339,14850,
2547,어찌 잊으오,황치열,2018.10.01,"발라드, 국내드라마",5767,1574,95846,
2548,나,박원,2018.10.01,발라드,44804,369,55153,
2549,flex,"기리보이, Kid Milli, NO:EL, 스윙스",2018.07.31,랩/힙합,171801,7288,440551,
2550,하루도 그대를 사랑하지 않은 적이 없었다,임창정,2018.09.19,발라드,176581,888,215038,
2551,헤어지는 중,펀치,2018.09.12,R&B/Soul,129134,,,
2552,우리 그만하자,로이킴,2018.09.18,발라드,138579,1339,155672,
2553,한(一),(여자)아이들,2018.08.14,댄스,132824,4242,715179,
2554,몰랐니,소녀시대-Oh!GG,2018.09.05,댄스,55472,3420,686756,
2555,사이렌,선미,2018.09.04,댄스,135685,2209,1110803,
2556,매트리스,10cm,2018.08.23,"인디음악, 포크/블루스",105794,1232,90174,
2557,IDOL,방탄소년단,2018.08.24,랩/힙합,319801,32313,1886613,
2558,너나 해,마마무,2018.07.16,댄스,127278,5011,856782,
2559,Dance The Night Away,TWICE,2018.07.09,댄스,188039,7920,2379410,
2560,Way Back Home,숀,2018.06.27,"인디음악, 일렉트로니카",355575,,,
2561,Power Up,레드벨벳(Red Velvet),2018.08.06,댄스,166399,5737,364238,
2562,우린 봄이 오기 전에,종현,2018.01.23,발라드,52154,7052,108034,
2563,BEST FRIEND,iKON,2018.01.25,랩/힙합,33801,,,
2564,안아보자,iKON,2018.01.25,랩/힙합,27374,,,
2565,지나갈 테니,EXO,2017.12.26,발라드,97695,,,
2566,노땡큐,에픽하이,2017.10.23,랩/힙합,108499,,,
2567,Marry Me,"마크툽, 구윤회",2014.08.04,발라드,211373,,,
2568,떠나지마요,블락비,2018.01.08,발라드,43791,2201,121470,
2569,갖고 싶어,Wanna One,2017.11.13,발라드,125289,,,
2570,오늘 취하면,수란,2017.04.27,R&B/Soul,231649,,,
2571,처음부터 너와 나,볼빨간사춘기,2017.05.17,"발라드, 국내드라마",176871,1947,438486,
2572,피 땀 눈물,방탄소년단,2016.10.10,랩/힙합,274958,29809,2399361,
2573,널 너무 모르고,헤이즈,2017.06.26,랩/힙합,178212,1547,447912,
2574,느낌,폴킴,2018.01.31,R&B/Soul,36030,781,42167,
2575,Power,EXO,2017.09.05,댄스,162115,20624,381083,
2576,나쁜놈,iKON,2018.01.25,랩/힙합,36252,,,
2577,바람이 불었으면 좋겠어,길구봉구,2014.01.03,발라드,126284,169,118004,
2578,BEAUTIFUL,iKON,2018.01.25,랩/힙합,36394,,,
2579,All Right,레드벨벳(Red Velvet),2018.01.29,댄스,25590,,,
2580,폰서트,10cm,2017.09.01,"인디음악, 포크/블루스",215997,1028,207633,
2581,MIC Drop,방탄소년단,2017.09.18,랩/힙합,212894,,,
2582,어디에도,엠씨더맥스,2016.01.28,발라드,238918,3153,567060,
2583,뻔한 이별,"소유, 성시경",2017.12.13,발라드,51655,953,151952,
2584,사랑하지 않은 것처럼,버즈,2017.07.28,록/메탈,134689,1803,160797,
2585,가을 아침,아이유,2017.09.22,포크/블루스,295859,,,
2586,내가 돌아,보아,2018.01.31,댄스,17004,815,152886,
2587,Ko Ko Bop,EXO,2017.07.18,댄스,219993,26734,1057564,
2588,팔레트,아이유,2017.04.21,R&B/Soul,283928,10095,1742276,
